,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
23,451,24,1990-12-19,27-305,CHI,DET,-21,1,37:00,13,22,.591,0,1,.000,7,7,1.000,3,2,5,6,1,0,1,2,33,28.9,
24,452,25,1990-12-21,27-307,CHI,LAL,11,1,44:00,14,30,.467,0,2,.000,5,6,.833,8,7,15,9,2,1,1,3,33,31.7,
25,453,26,1990-12-22,27-308,CHI,IND,10,1,34:00,10,20,.500,0,0,,9,12,.750,2,5,7,5,0,2,2,4,29,22.0,
26,454,27,1990-12-25,27-311,CHI,DET,12,1,43:00,14,23,.609,1,1,1.000,8,10,.800,3,5,8,3,3,2,3,5,37,30.8,
27,455,28,1990-12-27,27-313,CHI,GSW,15,1,34:00,17,25,.680,1,2,.500,7,7,1.000,1,13,14,7,3,1,1,3,42,42.3,
28,456,29,1990-12-29,27-315,CHI,SEA,25,1,37:00,10,24,.417,0,2,.000,11,11,1.000,3,7,10,4,4,0,2,2,31,26.4,
29,457,30,1991-01-03,27-320,CHI,HOU,-22,1,33:00,13,22,.591,0,0,,6,7,.857,0,3,3,7,3,1,4,2,32,26.1,
30,458,31,1991-01-05,27-322,CHI,CLE,16,1,37:00,12,26,.462,0,0,,6,7,.857,1,2,3,4,4,3,3,4,30,21.8,
31,459,32,1991-01-08,27-325,CHI,NJN,9,1,32:00,18,28,.643,1,1,1.000,4,5,.800,2,4,6,4,2,2,1,1,41,35.6,
32,460,33,1991-01-09,27-326,CHI,PHI,8,1,41:00,16,27,.593,0,1,.000,8,11,.727,0,4,4,9,0,1,1,3,40,32.3,
33,461,34,1991-01-11,27-328,CHI,ATL,3,1,42:00,12,23,.522,0,1,.000,7,7,1.000,0,6,6,6,2,1,5,4,31,21.8,
34,462,35,1991-01-12,27-329,CHI,CHH,11,1,38:00,11,21,.524,0,0,,11,13,.846,3,0,3,3,2,0,5,4,33,21.5,
35,463,36,1991-01-14,27-331,CHI,MIL,13,1,45:00,13,27,.481,1,3,.333,7,7,1.000,1,9,10,9,3,2,2,5,34,30.4,
36,464,37,1991-01-16,27-333,CHI,ORL,11,1,38:00,11,27,.407,0,0,,7,8,.875,0,4,4,4,3,1,2,5,29,17.8,
37,465,38,1991-01-18,27-335,CHI,ATL,-9,1,41:00,13,28,.464,0,1,.000,4,4,1.000,0,7,7,8,3,0,4,2,30,21.5,
38,466,39,1991-01-21,27-338,CHI,MIA,11,1,39:00,17,28,.607,0,2,.000,3,5,.600,1,5,6,5,3,1,3,1,37,29.4,
39,467,40,1991-01-23,27-340,CHI,NJN,-4,1,41:00,9,23,.391,1,1,1.000,16,19,.842,4,2,6,5,4,0,2,4,35,28.6,
40,468,41,1991-01-25,27-342,CHI,MIA,21,1,28:00,10,14,.714,3,3,1.000,3,4,.750,0,3,3,2,6,0,3,2,26,24.3,
41,469,42,1991-01-31,27-348,CHI,SAS,-4,1,39:00,9,22,.409,1,1,1.000,17,18,.944,0,3,3,3,3,0,3,6,36,24.4,
42,470,43,1991-02-01,27-349,CHI,DAL,11,1,38:00,10,18,.556,0,0,,11,16,.688,1,5,6,8,2,0,2,0,31,28.2,
43,471,44,1991-02-03,27-351,CHI,LAL,-13,1,40:00,10,22,.455,0,0,,3,3,1.000,1,6,7,9,6,1,2,1,23,24.7,
44,472,45,1991-02-04,27-352,CHI,SAC,11,1,33:00,7,14,.500,0,0,,10,11,.909,1,1,2,5,2,0,3,4,24,18.5,
45,473,46,1991-02-07,27-355,CHI,DET,2,1,41:00,10,21,.476,0,2,.000,10,12,.833,1,8,9,3,0,2,2,1,30,22.7,
46,474,47,1991-02-12,27-360,CHI,ATL,9,1,37:00,12,22,.545,1,2,.500,7,9,.778,0,4,4,7,2,2,3,2,32,26.3,
47,475,48,1991-02-14,27-362,CHI,NYK,10,1,36:00,13,20,.650,1,2,.500,2,2,1.000,0,2,2,3,2,3,0,2,29,26.2,
48,476,49,1991-02-16,27-364,CHI,NJN,12,1,39:00,11,26,.423,1,1,1.000,3,4,.750,2,9,11,7,3,0,7,0,26,16.8,
49,477,50,1991-02-18,28-001,CHI,CLE,15,1,38:00,11,24,.458,0,1,.000,10,11,.909,1,5,6,5,5,2,3,3,32,27.1,
50,478,51,1991-02-19,28-002,CHI,WSB,5,1,38:00,15,27,.556,0,1,.000,10,10,1.000,3,9,12,4,1,0,2,4,40,32.1,
51,479,52,1991-02-22,28-005,CHI,SAC,47,1,28:00,11,17,.647,1,1,1.000,11,11,1.000,1,2,3,4,6,0,0,2,34,35.8,
52,480,53,1991-02-23,28-006,CHI,CHH,21,1,35:00,12,22,.545,1,3,.333,4,5,.800,0,3,3,3,3,2,0,2,29,24.6,
53,481,54,1991-02-26,28-009,CHI,BOS,30,1,35:00,17,29,.586,1,1,1.000,4,8,.500,2,6,8,4,5,3,0,1,39,36.6,
54,482,55,1991-03-01,28-012,CHI,DAL,23,1,35:00,11,20,.550,1,1,1.000,6,6,1.000,1,10,11,8,2,0,5,2,29,24.9,
55,483,56,1991-03-02,28-013,CHI,IND,-21,1,38:00,8,23,.348,0,1,.000,6,6,1.000,0,5,5,2,6,0,3,4,22,13.4,
56,484,57,1991-03-05,28-016,CHI,MIL,18,1,37:00,9,23,.391,0,0,,12,13,.923,2,7,9,2,2,1,5,3,30,18.5,
57,485,58,1991-03-08,28-019,CHI,UTA,10,1,39:00,14,29,.483,0,0,,9,10,.900,1,4,5,2,3,0,1,3,37,26.0,
58,486,59,1991-03-10,28-021,CHI,ATL,35,1,30:00,10,13,.769,1,1,1.000,4,4,1.000,2,7,9,9,1,1,6,4,25,23.8,
59,487,60,1991-03-12,28-023,CHI,MIN,32,1,29:00,7,15,.467,1,5,.200,5,5,1.000,2,3,5,10,1,0,1,2,20,20.8,
60,488,61,1991-03-13,28-024,CHI,MIL,1,1,41:00,15,26,.577,0,1,.000,9,14,.643,1,7,8,4,3,2,1,4,39,32.2,
61,489,62,1991-03-15,28-026,CHI,CHH,13,1,40:00,12,21,.571,0,1,.000,10,12,.833,1,4,5,8,2,1,4,3,34,28.3,
62,490,63,1991-03-16,28-027,CHI,CLE,4,1,38:00,14,25,.560,0,2,.000,9,10,.900,0,3,3,3,5,0,2,3,37,29.5,
63,491,64,1991-03-18,28-029,CHI,DEN,13,1,29:00,11,19,.579,2,3,.667,7,7,1.000,0,6,6,2,0,1,3,2,31,22.2,
64,492,65,1991-03-20,28-031,CHI,ATL,22,1,30:00,9,14,.643,2,2,1.000,2,3,.667,0,5,5,11,0,1,3,3,22,21.1,
65,493,66,1991-03-22,28-033,CHI,PHI,-5,1,40:00,8,23,.348,0,2,.000,4,5,.800,1,4,5,5,2,1,4,5,20,8.8,
66,494,67,1991-03-23,28-034,CHI,IND,14,1,40:00,15,25,.600,0,1,.000,9,9,1.000,0,2,2,5,3,2,2,4,39,32.4,
67,495,68,1991-03-25,28-036,CHI,HOU,-10,1,37:00,15,25,.600,0,2,.000,4,7,.571,5,2,7,4,3,3,0,3,34,32.1,
68,496,69,1991-03-28,28-039,CHI,NJN,34,1,30:00,16,26,.615,0,0,,10,11,.909,1,0,1,4,0,2,3,4,42,30.1,
69,497,70,1991-03-29,28-040,CHI,WSB,18,1,35:00,7,17,.412,1,2,.500,5,5,1.000,0,5,5,5,2,1,1,2,20,16.8,
70,498,71,1991-03-31,28-042,CHI,BOS,-3,1,51:00,12,36,.333,0,3,.000,13,13,1.000,3,4,7,9,2,0,4,3,37,23.0,
71,499,72,1991-04-02,28-044,CHI,ORL,4,1,41:00,17,26,.654,0,0,,10,12,.833,0,4,4,6,5,2,4,2,44,38.8,
72,500,73,1991-04-04,28-046,CHI,NYK,10,1,35:00,15,30,.500,0,1,.000,4,5,.800,2,6,8,4,3,0,2,1,34,25.2,
73,501,74,1991-04-05,28-047,CHI,SAS,-3,1,36:00,13,26,.500,1,4,.250,12,14,.857,0,5,5,9,5,2,5,4,39,32.8,
74,502,75,1991-04-07,28-049,CHI,PHI,-3,1,48:00,16,27,.593,0,0,,9,14,.643,1,3,4,5,4,2,0,2,41,36.2,
75,503,76,1991-04-09,28-051,CHI,NYK,2,1,37:00,10,18,.556,1,3,.333,7,8,.875,0,6,6,8,1,0,0,0,28,27.4,
76,504,77,1991-04-10,28-052,CHI,IND,5,1,41:00,12,21,.571,0,0,,4,6,.667,0,5,5,4,0,1,2,3,28,19.1,
77,505,78,1991-04-12,28-054,CHI,DET,-4,1,43:00,13,24,.542,1,2,.500,13,15,.867,3,5,8,4,0,1,3,5,40,29.7,
78,506,79,1991-04-15,28-057,CHI,MIL,9,1,39:00,17,27,.630,0,1,.000,12,14,.857,0,5,5,2,3,2,5,3,46,34.2,
79,507,80,1991-04-17,28-059,CHI,MIA,10,1,40:00,9,20,.450,0,2,.000,8,9,.889,2,3,5,5,3,0,2,2,26,21.2,
80,508,81,1991-04-19,28-061,CHI,CHH,16,1,39:00,15,22,.682,0,1,.000,11,13,.846,3,2,5,5,4,2,4,5,41,36.4,
81,509,82,1991-04-21,28-063,CHI,DET,8,1,30:00,6,15,.400,0,2,.000,6,6,1.000,2,1,3,1,2,0,2,2,18,11.5,
