,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
37,765,41,2014-01-19,36-175,SAS,MIL,28,0,22:09,0,3,.000,0,1,.000,1,2,.500,0,2,2,7,1,0,3,2,1,1.2,+18
38,766,42,2014-01-22,36-178,SAS,OKC,-6,0,26:53,3,9,.333,2,7,.286,2,4,.500,0,4,4,3,1,0,3,1,10,5.0,0
39,767,43,2014-01-24,36-180,SAS,ATL,26,0,18:09,1,3,.333,0,1,.000,1,2,.500,0,1,1,6,1,0,5,2,3,0.6,+17
40,768,44,2014-01-26,36-182,SAS,MIA,-12,0,24:39,1,7,.143,0,2,.000,1,1,1.000,0,1,1,1,0,1,2,2,3,-2.6,-21
41,769,45,2014-01-28,36-184,SAS,HOU,-7,0,14:23,2,6,.333,0,3,.000,5,6,.833,0,1,1,1,0,0,1,2,9,4.4,-9
42,770,54,2014-02-18,36-205,SAS,LAC,10,0,14:57,2,5,.400,0,1,.000,5,6,.833,1,0,1,3,1,0,3,3,9,5.5,+19
43,771,55,2014-02-19,36-206,SAS,POR,2,0,19:16,6,10,.600,0,2,.000,4,5,.800,1,4,5,4,1,0,3,2,16,12.9,+20
44,772,56,2014-02-21,36-208,SAS,PHO,-21,0,13:16,2,5,.400,0,1,.000,2,2,1.000,1,2,3,1,1,0,2,1,6,3.9,-2
45,773,57,2014-02-26,36-213,SAS,DET,10,0,27:50,6,11,.545,1,3,.333,3,3,1.000,0,1,1,9,3,1,4,3,16,15.8,+19
46,774,58,2014-02-28,36-215,SAS,CHA,10,0,25:49,6,13,.462,2,6,.333,1,1,1.000,0,0,0,5,0,2,3,4,15,8.6,+17
47,775,59,2014-03-02,36-217,SAS,DAL,6,0,22:28,2,7,.286,2,5,.400,9,10,.900,0,4,4,7,1,0,2,1,15,15.2,-4
48,776,60,2014-03-04,36-219,SAS,CLE,21,0,20:48,3,5,.600,3,5,.600,2,2,1.000,0,1,1,6,1,0,1,0,11,13.2,+1
49,777,61,2014-03-06,36-221,SAS,MIA,24,0,19:57,3,6,.500,0,2,.000,0,0,,0,0,0,4,0,0,1,4,6,3.2,+10
50,778,62,2014-03-08,36-223,SAS,ORL,9,0,27:13,10,17,.588,2,7,.286,2,3,.667,1,2,3,5,1,0,1,1,24,20.1,+6
51,779,63,2014-03-11,36-226,SAS,CHI,8,0,20:31,9,11,.818,4,5,.800,0,0,,0,2,2,1,0,0,1,2,22,17.4,+17
52,780,64,2014-03-12,36-227,SAS,POR,13,0,17:47,4,11,.364,1,2,.500,4,5,.800,1,0,1,4,4,0,1,3,13,11.8,+8
53,781,65,2014-03-14,36-229,SAS,LAL,34,0,14:03,3,6,.500,1,3,.333,0,0,,0,3,3,4,1,0,1,3,7,6.5,+12
54,782,66,2014-03-16,36-231,SAS,UTA,18,0,24:33,8,11,.727,2,5,.400,3,4,.750,0,1,1,2,1,0,2,1,21,16.4,+11
55,783,67,2014-03-19,36-234,SAS,LAL,16,0,21:46,5,12,.417,3,6,.500,0,0,,0,0,0,6,0,0,0,3,13,9.6,0
56,784,68,2014-03-21,36-236,SAS,SAC,20,0,23:31,4,11,.364,0,6,.000,6,7,.857,0,3,3,1,1,1,1,2,14,9.0,+12
57,785,70,2014-03-24,36-239,SAS,PHI,22,1,26:22,3,7,.429,1,3,.333,2,4,.500,0,5,5,3,1,0,5,0,9,4.1,-1
58,786,71,2014-03-26,36-241,SAS,DEN,5,0,24:36,4,10,.400,0,2,.000,2,4,.500,1,0,1,7,1,1,3,2,10,7.3,-8
59,787,72,2014-03-28,36-243,SAS,DEN,31,0,18:24,2,7,.286,0,3,.000,3,4,.750,0,3,3,4,0,0,2,2,7,3.4,+18
60,788,73,2014-03-29,36-244,SAS,NOP,16,0,20:54,7,10,.700,0,1,.000,1,1,1.000,0,5,5,4,3,1,2,0,15,16.8,+13
61,789,74,2014-03-31,36-246,SAS,IND,26,0,16:49,2,6,.333,0,1,.000,2,2,1.000,1,1,2,2,2,0,2,3,6,3.8,+14
62,790,75,2014-04-02,36-248,SAS,GSW,21,0,19:08,4,8,.500,1,3,.333,4,4,1.000,2,4,6,5,1,1,2,2,13,14.0,+21
63,791,77,2014-04-06,36-252,SAS,MEM,20,0,25:34,8,11,.727,4,6,.667,6,6,1.000,0,4,4,3,0,0,2,1,26,22.4,+16
64,792,78,2014-04-08,36-254,SAS,MIN,-19,0,14:37,3,7,.429,0,1,.000,1,2,.500,0,2,2,1,1,0,1,0,7,4.2,-22
65,793,79,2014-04-10,36-256,SAS,DAL,9,0,28:37,4,8,.500,2,4,.500,0,0,,0,2,2,7,2,0,5,2,10,7.7,-6
66,794,81,2014-04-14,36-260,SAS,HOU,-6,0,21:56,4,12,.333,0,4,.000,2,2,1.000,0,3,3,2,0,1,1,2,10,4.4,-12
67,795,82,2014-04-16,36-262,SAS,LAL,-13,0,22:56,4,9,.444,2,4,.500,0,0,,0,1,1,5,1,0,2,3,10,6.9,-5
