,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
12,680,15,2012-11-26,35-121,SAS,WAS,26,0,20:25,5,8,.625,2,3,.667,0,0,,0,5,5,5,1,0,1,1,12,13.0,+23
13,681,16,2012-11-28,35-123,SAS,ORL,21,0,23:32,6,9,.667,6,9,.667,2,2,1.000,1,3,4,5,1,0,1,3,20,20.0,+18
14,682,18,2012-12-01,35-126,SAS,MEM,4,0,35:01,4,15,.267,1,7,.143,1,3,.333,0,5,5,6,6,1,6,2,10,5.9,+7
15,683,19,2012-12-05,35-130,SAS,MIL,11,0,24:54,3,10,.300,2,5,.400,3,3,1.000,0,4,4,6,1,0,2,4,11,8.0,-11
16,684,20,2012-12-07,35-132,SAS,HOU,22,0,19:52,4,8,.500,0,2,.000,4,4,1.000,0,5,5,3,1,0,1,2,12,10.8,+22
17,685,21,2012-12-08,35-133,SAS,CHA,30,0,18:34,4,7,.571,3,5,.600,0,0,,0,4,4,7,0,0,0,4,11,12.2,+23
18,686,22,2012-12-10,35-135,SAS,HOU,8,0,36:29,7,12,.583,3,7,.429,5,6,.833,0,5,5,6,1,0,2,2,22,19.9,+6
19,687,23,2012-12-12,35-137,SAS,UTA,-3,0,28:02,2,6,.333,2,3,.667,2,2,1.000,2,4,6,5,1,0,3,1,8,8.3,-8
20,688,24,2012-12-13,35-138,SAS,POR,-8,0,30:22,4,7,.571,1,3,.333,3,6,.500,1,5,6,7,1,0,4,2,12,10.8,-11
21,689,25,2012-12-15,35-140,SAS,BOS,15,0,4:14,1,2,.500,1,2,.500,0,0,,1,0,1,0,0,0,0,0,3,2.7,+2
22,690,27,2012-12-18,35-143,SAS,DEN,-6,0,29:36,5,15,.333,2,9,.222,4,4,1.000,1,5,6,6,2,1,4,2,16,11.8,-3
23,691,28,2012-12-21,35-146,SAS,NOH,5,0,24:02,3,10,.300,1,3,.333,6,7,.857,0,2,2,7,2,1,2,0,13,13.0,-3
24,692,29,2012-12-23,35-148,SAS,DAL,38,0,21:08,2,4,.500,1,1,1.000,1,1,1.000,0,4,4,9,4,0,1,2,6,13.7,+19
25,693,30,2012-12-26,35-151,SAS,TOR,20,0,26:57,4,6,.667,2,2,1.000,4,5,.800,2,3,5,3,0,0,2,3,14,12.2,+23
26,694,31,2012-12-28,35-153,SAS,HOU,6,0,23:37,7,12,.583,5,9,.556,4,4,1.000,0,2,2,3,3,0,5,3,23,16.9,-4
27,695,32,2012-12-30,35-155,SAS,DAL,25,0,25:17,6,12,.500,2,5,.400,6,6,1.000,1,4,5,5,0,0,1,1,20,18.0,+13
28,696,33,2012-12-31,35-156,SAS,BRK,31,0,20:04,3,4,.750,0,1,.000,2,3,.667,0,3,3,5,3,0,1,1,8,12.0,+19
29,697,34,2013-01-02,35-158,SAS,MIL,7,0,27:11,5,12,.417,2,3,.667,4,6,.667,1,1,2,6,2,0,1,3,16,13.8,-1
30,698,35,2013-01-03,35-159,SAS,NYK,-17,0,23:54,2,10,.200,2,5,.400,2,2,1.000,0,1,1,1,1,0,2,3,8,0.6,-13
31,699,36,2013-01-05,35-161,SAS,PHI,23,0,26:11,6,10,.600,2,5,.400,5,5,1.000,1,6,7,4,1,0,5,2,19,14.9,+11
32,700,37,2013-01-07,35-163,SAS,NOH,-7,0,24:44,7,13,.538,2,5,.400,5,5,1.000,1,4,5,4,2,0,2,2,21,18.6,-8
33,701,38,2013-01-09,35-165,SAS,LAL,3,0,28:27,6,14,.429,2,7,.286,5,6,.833,1,7,8,4,1,0,2,4,19,14.2,+11
34,702,39,2013-01-11,35-167,SAS,MEM,-3,0,35:31,5,11,.455,4,9,.444,0,0,,1,5,6,5,1,0,3,1,14,11.6,+3
35,703,40,2013-01-13,35-169,SAS,MIN,18,0,12:29,6,11,.545,0,1,.000,0,0,,0,1,1,5,2,1,0,1,12,12.8,+13
36,704,45,2013-01-23,35-179,SAS,NOH,4,0,16:54,3,7,.429,0,0,,3,5,.600,0,1,1,5,3,1,1,2,9,10.2,+4
37,705,46,2013-01-25,35-181,SAS,DAL,6,0,8:11,0,2,.000,0,1,.000,0,0,,0,2,2,1,1,0,1,0,0,-0.1,-2
38,706,47,2013-01-26,35-182,SAS,PHO,9,0,21:52,5,9,.556,2,5,.400,8,10,.800,0,3,3,2,3,0,2,2,20,17.4,+9
39,707,48,2013-01-30,35-186,SAS,CHA,24,0,21:07,3,5,.600,0,1,.000,3,3,1.000,2,3,5,6,2,0,3,2,9,11.4,+9
40,708,54,2013-02-13,35-200,SAS,CLE,1,0,9:43,2,4,.500,1,1,1.000,0,0,,0,1,1,6,0,0,1,0,5,6.5,-4
41,709,55,2013-02-19,35-206,SAS,SAC,6,0,18:56,4,8,.500,1,4,.250,3,4,.750,1,6,7,2,0,0,1,2,12,9.7,-2
42,710,56,2013-02-21,35-208,SAS,LAC,26,0,17:01,3,5,.600,1,1,1.000,3,4,.750,1,2,3,2,0,0,4,2,10,5.2,+16
43,711,57,2013-02-22,35-209,SAS,GSW,-6,0,26:53,8,17,.471,0,5,.000,2,3,.667,1,4,5,2,2,0,2,3,18,11.0,-9
44,712,58,2013-02-24,35-211,SAS,PHO,10,0,24:02,1,5,.200,0,0,,10,15,.667,0,3,3,6,3,1,4,2,12,10.9,+6
45,713,59,2013-02-27,35-214,SAS,PHO,-4,0,29:38,2,8,.250,2,6,.333,4,6,.667,1,2,3,3,1,0,1,4,10,6.2,-13
46,714,60,2013-03-01,35-216,SAS,SAC,28,0,22:56,4,7,.571,0,2,.000,1,3,.333,1,3,4,15,3,0,1,0,9,19.0,+19
47,715,61,2013-03-03,35-218,SAS,DET,39,0,22:28,6,8,.750,3,4,.750,2,2,1.000,0,2,2,3,3,0,1,2,17,17.7,+19
48,716,62,2013-03-06,35-221,SAS,CHI,18,0,26:15,7,14,.500,3,5,.600,1,1,1.000,1,2,3,9,0,0,4,2,18,13.8,+11
49,717,63,2013-03-08,35-223,SAS,POR,-30,0,23:30,6,15,.400,2,7,.286,2,2,1.000,0,0,0,3,0,1,4,2,16,5.9,-20
50,718,64,2013-03-11,35-226,SAS,OKC,12,0,24:09,4,11,.364,1,4,.250,3,4,.750,1,3,4,4,1,0,4,1,12,6.5,-4
51,719,65,2013-03-12,35-227,SAS,MIN,-24,0,21:37,2,10,.200,0,4,.000,3,4,.750,0,0,0,1,0,0,2,2,7,-1.7,-30
52,720,66,2013-03-14,35-229,SAS,DAL,1,0,28:07,2,9,.222,0,1,.000,3,4,.750,1,4,5,9,2,0,2,1,7,8.9,-4
53,721,67,2013-03-16,35-231,SAS,CLE,6,0,26:00,4,9,.444,1,4,.250,5,8,.625,0,0,0,10,1,0,3,3,14,11.9,+6
54,722,68,2013-03-20,35-235,SAS,GSW,11,0,28:01,5,16,.313,2,8,.250,4,4,1.000,2,1,3,7,1,0,4,2,16,9.6,+13
55,723,69,2013-03-22,35-237,SAS,UTA,7,0,27:46,2,9,.222,1,5,.200,0,0,,0,4,4,1,2,0,5,2,5,-2.4,-12
56,724,70,2013-03-24,35-239,SAS,HOU,-1,0,27:16,1,6,.167,1,2,.500,0,0,,2,3,5,4,1,1,1,1,3,4.6,-12
57,725,71,2013-03-27,35-242,SAS,DEN,1,0,27:05,4,9,.444,1,1,1.000,0,0,,0,1,1,4,1,1,3,4,9,4.5,-4
58,726,72,2013-03-29,35-244,SAS,LAC,2,0,2:42,0,1,.000,0,0,,2,2,1.000,0,1,1,2,0,0,0,0,2,3.0,-1
59,727,82,2013-04-17,35-263,SAS,MIN,-13,0,11:46,1,4,.250,0,2,.000,0,0,,0,1,1,2,0,0,2,1,2,-1.1,+10
