,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
25,264,26,2006-12-23,21-358,CLE,ORL,3,1,42:54,13,21,.619,2,3,.667,4,10,.400,0,7,7,1,0,0,7,1,32,15.5,+3
26,265,27,2006-12-27,21-362,CLE,ATL,13,1,39:31,10,25,.400,1,2,.500,6,8,.750,1,8,9,3,1,2,1,1,27,18.9,+23
27,266,28,2006-12-29,21-364,CLE,MIL,10,1,44:01,11,21,.524,2,6,.333,8,13,.615,1,3,4,5,1,1,3,5,32,21.5,+11
28,267,29,2006-12-30,22-000,CLE,CHI,-7,1,40:19,15,26,.577,3,4,.750,0,3,.000,2,7,9,3,1,0,5,4,33,19.6,+6
29,268,30,2007-01-02,22-003,CLE,SAS,4,1,40:14,7,17,.412,0,1,.000,5,11,.455,0,5,5,5,2,0,3,1,19,11.1,+6
30,269,31,2007-01-03,22-004,CLE,BOS,3,1,44:47,11,20,.550,2,3,.667,8,10,.800,1,5,6,4,3,1,3,0,32,27.3,+3
31,270,32,2007-01-05,22-006,CLE,MIL,9,1,42:50,3,13,.231,0,4,.000,2,2,1.000,0,5,5,9,1,0,2,1,8,6.5,+9
32,271,33,2007-01-06,22-007,CLE,NJN,5,1,44:00,9,21,.429,1,3,.333,0,0,,0,13,13,4,3,3,5,4,19,13.1,+4
33,272,34,2007-01-09,22-010,CLE,SAC,10,1,43:25,14,26,.538,3,7,.429,3,3,1.000,1,3,4,7,2,1,3,3,34,26.4,+13
34,273,35,2007-01-11,22-012,CLE,PHO,-19,1,38:49,15,28,.536,3,9,.333,1,2,.500,2,4,6,6,1,0,5,2,34,22.0,-20
35,274,36,2007-01-13,22-014,CLE,LAC,12,1,42:02,10,23,.435,0,1,.000,8,8,1.000,1,5,6,6,1,0,2,4,28,19.7,+14
36,275,37,2007-01-16,22-017,CLE,SEA,-5,1,43:34,8,21,.381,1,7,.143,13,15,.867,1,6,7,8,2,1,4,0,30,24.5,-7
37,276,38,2007-01-17,22-018,CLE,POR,-18,1,35:07,8,21,.381,1,4,.250,6,13,.462,3,3,6,2,1,0,4,0,23,10.1,-24
38,277,39,2007-01-19,22-020,CLE,DEN,-11,1,43:52,9,23,.391,0,1,.000,12,14,.857,2,8,10,10,2,0,3,2,30,25.7,-3
39,278,40,2007-01-20,22-021,CLE,GSW,2,1,45:52,14,22,.636,2,7,.286,2,5,.400,0,7,7,5,4,0,9,2,32,20.8,+5
40,279,41,2007-01-22,22-023,CLE,ORL,-11,1,43:23,6,15,.400,0,3,.000,6,13,.462,0,4,4,5,3,0,2,2,18,12.0,-2
41,280,42,2007-01-24,22-025,CLE,PHI,-3,1,53:10,14,26,.538,3,8,.375,8,13,.615,2,8,10,5,1,0,4,2,39,27.9,-8
42,281,43,2007-01-28,22-029,CLE,PHO,-15,1,42:04,12,22,.545,3,6,.500,3,6,.500,2,7,9,5,2,0,3,2,30,23.4,-8
43,282,44,2007-02-01,22-033,CLE,MIA,-3,1,35:35,6,18,.333,2,7,.286,3,8,.375,1,5,6,9,1,0,2,4,17,10.7,-12
44,283,45,2007-02-02,22-034,CLE,CHA,20,1,35:39,7,13,.538,0,1,.000,4,8,.500,1,9,10,3,2,0,1,1,18,16.2,+17
45,284,46,2007-02-04,22-036,CLE,DET,-12,1,43:17,9,22,.409,1,4,.250,2,3,.667,0,5,5,6,2,0,3,2,21,12.7,-12
46,285,47,2007-02-07,22-039,CLE,LAC,17,1,36:19,4,13,.308,1,2,.500,2,2,1.000,0,7,7,3,1,1,2,1,11,7.0,+15
47,286,48,2007-02-09,22-041,CLE,MIA,24,1,41:08,12,22,.545,1,4,.250,4,8,.500,1,6,7,6,0,0,2,1,29,21.1,+22
48,287,49,2007-02-11,22-043,CLE,LAL,9,1,38:21,5,16,.313,0,2,.000,8,12,.667,1,7,8,5,1,1,1,3,18,13.0,+3
49,288,50,2007-02-14,22-046,CLE,UTA,-1,1,42:39,9,25,.360,0,3,.000,5,9,.556,3,7,10,4,1,3,0,2,23,16.8,+10
50,289,51,2007-02-15,22-047,CLE,LAL,6,1,39:48,10,16,.625,0,1,.000,18,22,.818,0,4,4,3,3,0,3,4,38,30.9,+4
51,290,52,2007-02-21,22-053,CLE,TOR,1,1,36:49,12,25,.480,0,1,.000,5,5,1.000,0,4,4,2,1,1,3,3,29,16.4,+5
52,291,53,2007-02-22,22-054,CLE,CHI,-6,1,42:58,13,28,.464,1,4,.250,2,8,.250,3,4,7,2,3,0,3,1,29,16.5,+3
53,292,54,2007-02-25,22-057,CLE,MIA,-5,1,41:30,10,22,.455,2,5,.400,7,12,.583,0,3,3,7,0,1,2,2,29,19.3,+6
54,293,55,2007-02-27,22-059,CLE,NOK,8,1,42:50,14,22,.636,3,4,.750,4,7,.571,1,4,5,8,2,1,4,1,35,29.8,+16
55,294,56,2007-03-01,22-061,CLE,DAL,-3,1,39:58,17,27,.630,1,4,.250,4,8,.500,0,3,3,5,0,0,2,2,39,26.9,-2
56,295,57,2007-03-03,22-063,CLE,TOR,23,1,37:22,10,20,.500,1,3,.333,15,17,.882,2,3,5,6,0,3,2,1,36,31.4,+23
57,296,58,2007-03-05,22-065,CLE,HOU,6,1,41:38,12,24,.500,3,6,.500,5,9,.556,1,11,12,8,0,0,3,2,32,24.2,-1
58,297,59,2007-03-07,22-067,CLE,DET,4,1,50:40,17,31,.548,1,3,.333,6,8,.750,2,5,7,8,3,1,4,4,41,31.9,+8
59,298,60,2007-03-10,22-070,CLE,MIL,2,1,36:30,12,22,.545,4,6,.667,4,4,1.000,0,8,8,9,3,1,6,5,32,25.8,+15
60,299,61,2007-03-11,22-071,CLE,IND,11,1,38:42,10,22,.455,2,6,.333,4,5,.800,3,4,7,6,3,1,2,2,26,22.6,+23
61,300,62,2007-03-14,22-074,CLE,MEM,22,1,29:35,11,17,.647,4,7,.571,3,6,.500,1,5,6,4,3,0,2,0,29,26.3,+35
62,301,63,2007-03-17,22-077,CLE,UTA,9,1,43:40,8,21,.381,0,6,.000,8,13,.615,2,15,17,9,2,2,4,3,24,20.9,+7
63,302,64,2007-03-20,22-080,CLE,CHA,-8,1,46:33,12,31,.387,2,9,.222,11,12,.917,2,4,6,6,1,3,3,4,37,25.0,-5
64,303,65,2007-03-21,22-081,CLE,DAL,-8,1,45:27,12,28,.429,1,6,.167,6,7,.857,0,6,6,4,2,3,6,3,31,17.3,-6
65,304,66,2007-03-23,22-083,CLE,NYK,22,1,38:16,8,16,.500,0,1,.000,5,6,.833,1,2,3,10,2,0,1,1,21,21.5,+19
66,305,67,2007-03-25,22-085,CLE,DEN,-12,1,40:49,8,19,.421,1,6,.167,1,1,1.000,0,3,3,8,1,0,5,4,18,8.8,-13
67,306,68,2007-03-27,22-087,CLE,IND,11,1,40:08,8,18,.444,0,3,.000,10,14,.714,1,6,7,6,2,0,3,4,26,19.1,+11
68,307,69,2007-03-28,22-088,CLE,NYK,-4,1,43:55,6,20,.300,2,5,.400,10,14,.714,1,5,6,7,2,0,3,3,24,15.7,+3
69,308,70,2007-03-31,22-091,CLE,CHI,4,1,47:24,14,25,.560,0,3,.000,11,13,.846,1,4,5,9,3,0,7,4,39,28.9,+4
70,309,71,2007-04-03,22-094,CLE,MIN,13,1,41:49,13,24,.542,0,2,.000,5,5,1.000,2,10,12,6,4,1,2,1,31,30.3,+21
71,310,72,2007-04-05,22-096,CLE,MIA,-4,1,48:36,11,21,.524,2,5,.400,11,13,.846,2,7,9,5,0,0,4,4,35,25.3,+3
72,311,73,2007-04-06,22-097,CLE,WAS,5,1,44:25,7,23,.304,0,3,.000,11,14,.786,0,6,6,5,1,1,2,3,25,14.3,+5
73,312,74,2007-04-08,22-099,CLE,DET,-5,1,43:06,5,16,.313,1,4,.250,9,11,.818,1,4,5,6,1,0,5,2,20,11.3,-11
74,313,75,2007-04-12,22-103,CLE,NJN,18,1,35:15,15,27,.556,0,1,.000,5,9,.556,3,5,8,4,2,1,2,1,35,27.2,+21
75,314,76,2007-04-14,22-105,CLE,ATL,34,1,31:57,8,16,.500,3,6,.500,4,5,.800,1,4,5,6,1,1,0,1,23,22.0,+25
76,315,77,2007-04-17,22-108,CLE,PHI,6,1,36:03,7,15,.467,0,2,.000,4,7,.571,1,4,5,6,0,0,1,3,18,13.0,-4
77,316,78,2007-04-18,22-109,CLE,MIL,13,1,39:58,9,18,.500,1,4,.250,5,10,.500,0,5,5,9,2,0,2,2,24,20.0,+22
